thematic;card;id;bearer;conditions;lockturn;weight;question;override_yes;answer_yes;yes_cash;yes_team;yes_market;yes_capital;yes_custom;override_no;answer_no;no_cash;no_team;no_market;no_capital;no_custom
daily;d_win_04;563;技术总监;;100;12;那个功能上线了。用户自发在社区里写了长评。;转出去;那是最好的广告，还不要钱。;;5;12;;;不声张;做产品的人自己知道就够了。;;8;;;
daily;d_win_05;564;董事长;;120;12;有家上市公司想跟我们战略合作。他们出钱出渠道。;合作;那我们要让出一部分决策权。;12;;12;-8;;自己做;那就慢一点，但都是自己的。;;5;;5;
daily;d_win_06;565;人事总监;;110;12;今年一个核心的都没走。这在我们这行不常见。;发奖金;那是应该的。;-8;15;;;;写进汇报;董事会喜欢看这个。;;5;;8;
daily;d_win_07;566;财务总监;;130;10;应收账款收回来了，比预计的快两个月。;补研发;那笔钱正好够。;-5;5;8;;;放着;放着心里踏实。;10;;;5;
daily;d_win_08;567;市场总监;;120;10;有个客户主动帮我们介绍了三家同行。;谢谢他;要不要给点返点。;-5;;12;;;记着;这种客户以后要重点伺候。;;;8;;
daily;d_win_09;568;董事长;;140;10;董事会一致通过了你的年度方案。这是第一次。;不容易;是你这一年做出来的。;;5;;12;;应该的;别太得意。下一年更难。;;;;8;
daily;d_win_10;569;技术总监;;130;10;那个老系统重构完了。比预计早了三周。;放假;三周的假，团队值得。;;12;-5;;;接下一个;那他们大概会有点意见。;;-5;8;5;
daily;d_grow_01;570;市场总监;;80;14;渠道那边说，再投一笔就能进两百家门店。;投;那是今年的市场预算全部。;-12;;18;;;不投;那就守着现在这些。;;;;;
daily;d_grow_02;571;市场总监;;90;14;有个新平台在招首批商家，免佣半年。;上;要抽两个人过去做。;;-5;15;;;不上;等它做起来了，位置就没了。;;;-5;;
daily;d_grow_03;572;技术总监;;100;14;把产品拆一个免费版出去，能拉一批新用户。;拆;免费的会吃掉一部分付费的。;-5;;18;;;不拆;那增长就还是靠销售一家一家跑。;;;;;
daily;d_grow_04;573;市场总监;;110;14;老客户里有六成没用过我们的新功能。;做个推广;成本不高，见效快。;-5;;12;;;算了;那他们续约的时候可能就走了。;;;-8;;
daily;d_grow_05;574;客户;;90;14;我们想把你们介绍给集团其他三家子公司。;当然好;那要专门配一个团队。;-8;-5;20;;;先不了;那这条线就断了。;;;-5;;
daily;d_cap_01;575;董事长;capital>60;100;14;董事会想让你去做行业协会的理事。露脸的事。;去;那要占掉不少时间。;;-5;5;12;;不去;那位置会给别人。;;;;-5;
daily;d_cap_02;576;投资人;capital>65;110;14;我们想把你介绍给几个 LP。他们管的钱比我们多。;见;见了就是要讲故事。;;;;15;;不见;那这层关系就搭不起来。;;;;;
daily;d_cap_03;577;董事长;capital>70;120;14;有几家投行开始主动联系我们了。要不要接触一下。;接触;接触了就是往上市走。;;;;15;ipo_ready_keep;还早;那就等你觉得不早的时候。;;;;;
daily;d_cap_04;578;董事长;capital>75 and ipo_ready_keep;130;16;董事会想正式启动上市。你怎么看。;启动;那从今天起一切都要按公开公司的标准。;;-5;;18;;再等等;窗口期不等人。;;;;-8;
daily;d_cap_05;579;投资人;capital>80;140;16;所有股东都签了。就等你了。;签;签完就没有回头路。;;;;15;;不签;那你要跟每个股东单独解释一遍。;;;;-12;
